block,read_write,timestamp
6763575,w,1858836242228
6763575,w,1858836242228
6763575,w,1858836242228
6763575,w,1858836242228
6763575,w,1858836242228
770305,w,1858836243254
770305,w,1858836243254
770305,w,1858836243254
770305,w,1858836243254
770305,w,1858836243254
770305,w,1858836243254
770305,w,1858836243254
770305,w,1858836243254
1144249,w,1858836245014
770304,w,1858836246267
770304,w,1858836246267
770304,w,1858836246267
770304,w,1858836246267
770304,w,1858836246267
770304,w,1858836246267
770304,w,1858836246267
770304,w,1858836246267
782362,w,1858838578437
782362,w,1858838578437
782362,w,1858838578437
782362,w,1858838578437
782362,w,1858838578437
782362,w,1858838578437
782362,w,1858838578437
782362,w,1858838578437
770305,w,1858838579073
770305,w,1858838579073
770305,w,1858838579073
770305,w,1858838579073
770305,w,1858838579073
770305,w,1858838579073
770305,w,1858838579073
770305,w,1858838579073
770303,w,1858838579495
770303,w,1858838579495
770303,w,1858838579495
770303,w,1858838579495
770303,w,1858838579495
770303,w,1858838579495
770303,w,1858838579495
770303,w,1858838579495
1157352,w,1858841234620
1157352,w,1858841234620
1157352,w,1858841234620
1157352,w,1858841234620
1157352,w,1858841234620
1157352,w,1858841234620
1157352,w,1858841234620
1157352,w,1858841234620
792727,w,1858843578300
792727,w,1858843578300
792727,w,1858843578300
792727,w,1858843578300
792727,w,1858843578300
792727,w,1858843578300
792727,w,1858843578300
792727,w,1858843578300
10291868,r,1858845878658
10291868,r,1858845878658
10291868,r,1858845878658
10291868,r,1858845878658
10291868,r,1858845878658
10291868,r,1858845878658
10291868,r,1858845878658
10291868,r,1858845878658
10291869,r,1858845878658
10291869,r,1858845878658
10291869,r,1858845878658
10291869,r,1858845878658
10291869,r,1858845878658
10291869,r,1858845878658
10291869,r,1858845878658
10291869,r,1858845878658
10291870,r,1858845878658
10291870,r,1858845878658
10291870,r,1858845878658
10291870,r,1858845878658
10291870,r,1858845878658
10291870,r,1858845878658
10291870,r,1858845878658
10291870,r,1858845878658
10291871,r,1858845878658
10291871,r,1858845878658
10291871,r,1858845878658
10291871,r,1858845878658
10291871,r,1858845878658
10291871,r,1858845878658
10291871,r,1858845878658
10291871,r,1858845878658
10291872,r,1858845878658
10291872,r,1858845878658
10291872,r,1858845878658
10291872,r,1858845878658
10291872,r,1858845878658
10291872,r,1858845878658
10291872,r,1858845878658
10291872,r,1858845878658
10291873,r,1858845878658
10291873,r,1858845878658
10291873,r,1858845878658
10291873,r,1858845878658
10291873,r,1858845878658
10291873,r,1858845878658
10291873,r,1858845878658
10291873,r,1858845878658
10291874,r,1858845878658
10291874,r,1858845878658
10291874,r,1858845878658
10291874,r,1858845878658
10291874,r,1858845878658
10291874,r,1858845878658
10291874,r,1858845878658
10291874,r,1858845878658
10291875,r,1858845878658
10291875,r,1858845878658
10291875,r,1858845878658
10291875,r,1858845878658
10291875,r,1858845878658
10291875,r,1858845878658
10291875,r,1858845878658
10291875,r,1858845878658
782363,w,1858848578277
782363,w,1858848578277
782363,w,1858848578277
782363,w,1858848578277
782363,w,1858848578277
782363,w,1858848578277
782363,w,1858848578277
782363,w,1858848578277
770304,w,1858848580574
770304,w,1858848580574
770304,w,1858848580574
770304,w,1858848580574
770304,w,1858848580574
770304,w,1858848580574
770304,w,1858848580574
770304,w,1858848580574
770302,w,1858848581216
770302,w,1858848581216
770302,w,1858848581216
770302,w,1858848581216
770302,w,1858848581216
770302,w,1858848581216
770302,w,1858848581216
770302,w,1858848581216
12192,w,1858860734515
1150202,w,1858866235646
1150202,w,1858866236261
1150202,w,1858866236261
1150202,w,1858866236261
1150202,w,1858866236261
1150202,w,1858866236261
1150202,w,1858866236261
1150202,w,1858866236261
1150203,w,1858866236261
1150203,w,1858866236261
1150203,w,1858866236261
1150203,w,1858866236261
1150203,w,1858866236261
1150203,w,1858866236261
1150203,w,1858866236261
1150203,w,1858866236261
1150204,w,1858866236261
1150204,w,1858866236261
1150204,w,1858866236261
1150204,w,1858866238824
1150204,w,1858866238824
1150204,w,1858866238824
1150204,w,1858866238824
1150204,w,1858866238824
1150205,w,1858866238824
1150205,w,1858866238824
1150205,w,1858866238824
1150205,w,1858866238891
1150205,w,1858866238891
1150205,w,1858866238891
1150205,w,1858866238891
1150205,w,1858866238891
1150206,w,1858866238891
1150206,w,1858866238891
1150206,w,1858866238891
1150206,w,1858866238947
1150206,w,1858866238947
1150206,w,1858866238947
1150206,w,1858866238947
1150206,w,1858866238947
1150207,w,1858866238947
1150207,w,1858866238947
1150207,w,1858866238947
1150207,w,1858866238947
1150207,w,1858866238947
1150207,w,1858866238947
1150207,w,1858866238947
1150207,w,1858866238947
1150208,w,1858866238947
1150208,w,1858866238947
1150208,w,1858866238947
1150208,w,1858866239009
1150208,w,1858866239009
1150208,w,1858866239009
1150208,w,1858866239009
1150208,w,1858866239009
1150209,w,1858866239009
1150209,w,1858866239009
1150209,w,1858866239009
770305,w,1858866240321
770305,w,1858866240321
770305,w,1858866240321
770305,w,1858866240321
770305,w,1858866240321
770305,w,1858866240321
770305,w,1858866240321
770305,w,1858866240321
1144249,w,1858866241966
770304,w,1858866243154
770304,w,1858866243154
770304,w,1858866243154
770304,w,1858866243154
770304,w,1858866243154
770304,w,1858866243154
770304,w,1858866243154
770304,w,1858866243154
1144250,w,1858866245707
1144250,w,1858866245707
1144250,w,1858866245707
1144250,w,1858866245707
1144250,w,1858866245707
1144250,w,1858866245707
1144250,w,1858866245707
1144250,w,1858866245707
6917562,w,1858866245770
6917562,w,1858866245770
6917562,w,1858866245770
6917562,w,1858866245770
6917562,w,1858866245770
6917562,w,1858866245770
6917562,w,1858866245770
6917562,w,1858866245770
6917570,w,1858866245821
6917570,w,1858866245821
6917570,w,1858866245821
6917570,w,1858866245821
6917570,w,1858866245821
6917570,w,1858866245821
6917570,w,1858866245821
6917570,w,1858866245821
6917571,w,1858866245821
6917571,w,1858866245821
6917571,w,1858866245821
6917571,w,1858866245821
6917571,w,1858866245821
6917571,w,1858866245821
6917571,w,1858866245821
6917571,w,1858866245821
6763575,w,1858866245873
6763575,w,1858866245873
6763575,w,1858866245873
6763575,w,1858866245873
6763575,w,1858866245873
6763575,w,1858866245873
6763575,w,1858866245873
6763575,w,1858866245873
770305,w,1858866246882
770305,w,1858866246882
770305,w,1858866246882
770305,w,1858866246882
770305,w,1858866246882
770305,w,1858866246882
770305,w,1858866246882
770305,w,1858866246882
1144249,w,1858866247489
770304,w,1858866248491
770304,w,1858866248491
770304,w,1858866248491
770304,w,1858866248491
770304,w,1858866248491
770304,w,1858866248491
770304,w,1858866248491
770304,w,1858866248491
1157352,w,1858866312663
1157352,w,1858866312663
1157352,w,1858866312663
1157352,w,1858866312663
1157352,w,1858866312663
1157352,w,1858866312663
1157352,w,1858866312663
1157352,w,1858866312663
792727,w,1858867312726
792727,w,1858867312726
792727,w,1858867312726
792727,w,1858867312726
792727,w,1858867312726
792727,w,1858867312726
792727,w,1858867312726
792727,w,1858867312726
59586,r,1858867449388
59586,r,1858867449388
59586,r,1858867449388
59586,r,1858867449388
59586,r,1858867449388
59586,r,1858867449388
59586,r,1858867449388
59586,r,1858867449388
59587,r,1858867449388
59587,r,1858867449388
59587,r,1858867449388
59587,r,1858867449388
59587,r,1858867449388
59587,r,1858867449388
59587,r,1858867449388
59587,r,1858867449388
59588,r,1858867449388
59588,r,1858867449388
59588,r,1858867449388
59588,r,1858867449388
59588,r,1858867449388
59588,r,1858867449388
59588,r,1858867449388
59588,r,1858867449388
59589,r,1858867449388
59589,r,1858867449388
59589,r,1858867449388
59589,r,1858867449388
59589,r,1858867449388
59589,r,1858867449388
59589,r,1858867449388
59589,r,1858867449388
59590,r,1858867449388
59590,r,1858867449388
59590,r,1858867449388
59590,r,1858867449388
59590,r,1858867449388
59590,r,1858867449388
59590,r,1858867449388
59590,r,1858867449388
59591,r,1858867449388
59591,r,1858867449388
59591,r,1858867449388
59591,r,1858867449388
59591,r,1858867449388
59591,r,1858867449388
59591,r,1858867449388
59591,r,1858867449388
59592,r,1858867449388
59592,r,1858867449388
59592,r,1858867449388
59592,r,1858867449388
59592,r,1858867449388
59592,r,1858867449388
59592,r,1858867449388
59592,r,1858867449388
59593,r,1858867449388
59593,r,1858867449388
59593,r,1858867449388
59593,r,1858867449388
59593,r,1858867449388
59593,r,1858867449388
59593,r,1858867449388
59593,r,1858867449388
59594,r,1858867482009
59594,r,1858867482009
59594,r,1858867482009
59594,r,1858867482009
59594,r,1858867482009
59594,r,1858867482009
59594,r,1858867482009
59594,r,1858867482009
59595,r,1858867482009
59595,r,1858867482009
59595,r,1858867482009
59595,r,1858867482009
59595,r,1858867482009
59595,r,1858867482009
59595,r,1858867482009
59595,r,1858867482009
59596,r,1858867482009
59596,r,1858867482009
59596,r,1858867482009
59596,r,1858867482009
59596,r,1858867482009
59596,r,1858867482009
59596,r,1858867482009
59596,r,1858867482009
5690174,r,1858867482083
5690174,r,1858867482083
5690174,r,1858867482083
5690174,r,1858867482083
5690174,r,1858867482083
5690174,r,1858867482083
5690174,r,1858867482083
5690174,r,1858867482083
5690175,r,1858867482083
5690175,r,1858867482083
5690175,r,1858867482083
5690175,r,1858867482083
5690175,r,1858867482083
5690175,r,1858867482083
5690175,r,1858867482083
5690175,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690176,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
5690177,r,1858867482083
782364,w,1858868609694
782364,w,1858868609694
782364,w,1858868609694
782364,w,1858868609694
782364,w,1858868609694
782364,w,1858868609694
782364,w,1858868609694
782364,w,1858868609694
770305,w,1858868610257
770305,w,1858868610257
770305,w,1858868610257
770305,w,1858868610257
770305,w,1858868610257
770305,w,1858868610257
770305,w,1858868610257
770305,w,1858868610257
770303,w,1858868610684
770303,w,1858868610684
770303,w,1858868610684
770303,w,1858868610684
770303,w,1858868610684
770303,w,1858868610684
770303,w,1858868610684
770303,w,1858868610684
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970918,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970919,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970920,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970921,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970922,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970923,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970924,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970925,r,1858880578638
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
5970917,r,1858880607119
135855,w,1858886078310
135855,w,1858886078310
135855,w,1858886078310
135855,w,1858886078310
135855,w,1858886078310
135855,w,1858886078310
135855,w,1858886078310
135855,w,1858886078310
135868,w,1858888078301
135868,w,1858888078301
135868,w,1858888078301
135868,w,1858888078301
135868,w,1858888078301
135868,w,1858888078301
135868,w,1858888078301
135868,w,1858888078301
135869,w,1858888078301
135869,w,1858888078301
135869,w,1858888078301
135869,w,1858888078301
135869,w,1858888078301
135869,w,1858888078301
135869,w,1858888078301
135869,w,1858888078301
135870,w,1858888078301
135870,w,1858888078301
135870,w,1858888078301
135870,w,1858888078301
135870,w,1858888078301
135870,w,1858888078301
135870,w,1858888078301
135870,w,1858888078301
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211031,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211032,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211033,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211034,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211035,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211036,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211037,r,1858893169270
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
9211055,r,1858893196670
1150202,w,1858896234568
1150202,w,1858896235627
1150202,w,1858896235627
1150202,w,1858896235627
1150202,w,1858896235627
1150202,w,1858896235627
1150202,w,1858896235627
1150202,w,1858896235627
1150203,w,1858896235627
1150203,w,1858896235627
1150203,w,1858896235627
1150203,w,1858896235627
1150203,w,1858896235627
1150203,w,1858896235627
1150203,w,1858896235627
1150203,w,1858896235627
1150204,w,1858896235627
1150204,w,1858896235627
1150204,w,1858896235627
1150204,w,1858896237261
1150204,w,1858896237261
1150204,w,1858896237261
1150204,w,1858896237261
1150204,w,1858896237261
1150205,w,1858896237261
1150205,w,1858896237261
1150205,w,1858896237261
1150205,w,1858896237327
1150205,w,1858896237327
1150205,w,1858896237327
1150205,w,1858896237327
1150205,w,1858896237327
1150206,w,1858896237327
1150206,w,1858896237327
1150206,w,1858896237327
1150206,w,1858896237384
1150206,w,1858896237384
1150206,w,1858896237384
1150206,w,1858896237384
1150206,w,1858896237384
1150207,w,1858896237384
1150207,w,1858896237384
1150207,w,1858896237384
1150207,w,1858896237384
1150207,w,1858896237384
1150207,w,1858896237384
1150207,w,1858896237384
1150207,w,1858896237384
1150208,w,1858896237384
1150208,w,1858896237384
1150208,w,1858896237384
1150208,w,1858896237443
1150208,w,1858896237443
1150208,w,1858896237443
1150208,w,1858896237443
1150208,w,1858896237443
1150209,w,1858896237443
1150209,w,1858896237443
1150209,w,1858896237443
770304,w,1858896238452
770304,w,1858896238452
770304,w,1858896238452
770304,w,1858896238452
770304,w,1858896238452
770304,w,1858896238452
770304,w,1858896238452
770304,w,1858896238452
1144249,w,1858896239782
770305,w,1858896240393
770305,w,1858896240393
770305,w,1858896240393
770305,w,1858896240393
770305,w,1858896240393
770305,w,1858896240393
770305,w,1858896240393
770305,w,1858896240393
1144250,w,1858896242890
1144250,w,1858896242890
1144250,w,1858896242890
1144250,w,1858896242890
1144250,w,1858896242890
1144250,w,1858896242890
1144250,w,1858896242890
1144250,w,1858896242890
6917562,w,1858896242950
6917562,w,1858896242950
6917562,w,1858896242950
6917562,w,1858896242950
6917562,w,1858896242950
6917562,w,1858896242950
6917562,w,1858896242950
6917562,w,1858896242950
6917570,w,1858896243001
6917570,w,1858896243001
6917570,w,1858896243001
6917570,w,1858896243001
6917570,w,1858896243001
6917570,w,1858896243001
6917570,w,1858896243001
6917570,w,1858896243001
6917571,w,1858896243001
6917571,w,1858896243001
6917571,w,1858896243001
6917571,w,1858896243001
6917571,w,1858896243001
6917571,w,1858896243001
6917571,w,1858896243001
6917571,w,1858896243001
6763575,w,1858896243054
6763575,w,1858896243054
6763575,w,1858896243054
6763575,w,1858896243054
6763575,w,1858896243054
6763575,w,1858896243054
6763575,w,1858896243054
6763575,w,1858896243054
770304,w,1858896244297
770304,w,1858896244297
770304,w,1858896244297
770304,w,1858896244297
770304,w,1858896244297
770304,w,1858896244297
770304,w,1858896244297
770304,w,1858896244297
1144249,w,1858896246077
770305,w,1858896247318
770305,w,1858896247318
770305,w,1858896247318
770305,w,1858896247318
770305,w,1858896247318
770305,w,1858896247318
770305,w,1858896247318
770305,w,1858896247318
782365,w,1858900109678
782365,w,1858900109678
782365,w,1858900109678
782365,w,1858900109678
782365,w,1858900109678
782365,w,1858900109678
782365,w,1858900109678
782365,w,1858900109678
770304,w,1858900110833
770304,w,1858900110833
770304,w,1858900110833
770304,w,1858900110833
770304,w,1858900110833
770304,w,1858900110833
770304,w,1858900110833
770304,w,1858900110833
770302,w,1858900112734
770302,w,1858900112734
770302,w,1858900112734
770302,w,1858900112734
770302,w,1858900112734
770302,w,1858900112734
770302,w,1858900112734
770302,w,1858900112734
1157352,w,1858901234643
1157352,w,1858901234643
1157352,w,1858901234643
1157352,w,1858901234643
1157352,w,1858901234643
1157352,w,1858901234643
1157352,w,1858901234643
1157352,w,1858901234643
792727,w,1858905109471
792727,w,1858905109471
792727,w,1858905109471
792727,w,1858905109471
792727,w,1858905109471
792727,w,1858905109471
792727,w,1858905109471
792727,w,1858905109471
782366,w,1858910109607
782366,w,1858910109607
782366,w,1858910109607
782366,w,1858910109607
782366,w,1858910109607
782366,w,1858910109607
782366,w,1858910109607
782366,w,1858910109607
770305,w,1858910110129
770305,w,1858910110129
770305,w,1858910110129
770305,w,1858910110129
770305,w,1858910110129
770305,w,1858910110129
770305,w,1858910110129
770305,w,1858910110129
770303,w,1858910110539
770303,w,1858910110539
770303,w,1858910110539
770303,w,1858910110539
770303,w,1858910110539
770303,w,1858910110539
770303,w,1858910110539
770303,w,1858910110539
6600,w,1858920734582
1150202,w,1858926234513
1150202,w,1858926235284
1150202,w,1858926235284
1150202,w,1858926235284
1150202,w,1858926235284
1150202,w,1858926235284
1150202,w,1858926235284
1150202,w,1858926235284
1150203,w,1858926235284
1150203,w,1858926235284
1150203,w,1858926235284
1150203,w,1858926235284
1150203,w,1858926235284
1150203,w,1858926235284
1150203,w,1858926235284
1150203,w,1858926235284
1150204,w,1858926235284
1150204,w,1858926235284
1150204,w,1858926235284
1150204,w,1858926236185
1150204,w,1858926236185
1150204,w,1858926236185
1150204,w,1858926236185
1150204,w,1858926236185
1150205,w,1858926236185
1150205,w,1858926236185
1150205,w,1858926236185
1150205,w,1858926236263
1150205,w,1858926236263
1150205,w,1858926236263
1150205,w,1858926236263
1150205,w,1858926236263
1150206,w,1858926236263
1150206,w,1858926236263
1150206,w,1858926236263
1150206,w,1858926236339
1150206,w,1858926236339
1150206,w,1858926236339
1150206,w,1858926236339
1150206,w,1858926236339
1150207,w,1858926236339
1150207,w,1858926236339
1150207,w,1858926236339
1150207,w,1858926236339
1150207,w,1858926236339
1150207,w,1858926236339
1150207,w,1858926236339
1150207,w,1858926236339
1150208,w,1858926236339
1150208,w,1858926236339
1150208,w,1858926236339
1150208,w,1858926236417
1150208,w,1858926236417
1150208,w,1858926236417
1150208,w,1858926236417
1150208,w,1858926236417
1150209,w,1858926236417
1150209,w,1858926236417
1150209,w,1858926236417
770304,w,1858926237392
770304,w,1858926237392
770304,w,1858926237392
770304,w,1858926237392
770304,w,1858926237392
770304,w,1858926237392
770304,w,1858926237392
770304,w,1858926237392
1144249,w,1858926239087
770305,w,1858926240337
770305,w,1858926240337
770305,w,1858926240337
770305,w,1858926240337
770305,w,1858926240337
770305,w,1858926240337
770305,w,1858926240337
770305,w,1858926240337
1144250,w,1858926242932
1144250,w,1858926242932
1144250,w,1858926242932
